platform,text,link_count,emoji_count,hashtag_count,follower_ratio,duplicate_score,forward_count,urgent_words,rating,account_age_days,label
SMS,"Win ₹50,000 now click here",1,3,1,0,0,27,7,0,0,1
Instagram,Amazing photography,1,7,10,4.77,0,7,1,0,701,0
Instagram,Free followers now,2,6,28,2.7,0,31,0,0,651,1
SMS,OTP for login is 445566,0,3,9,0,0,32,3,0,0,0
Website Review,Best product ever highly recommended,0,3,2,0,0.68,43,1,3,1942,0
Email,Meeting scheduled tomorrow,1,5,1,0,0,29,1,0,0,0
Website Review,Best product ever highly recommended,0,5,5,0,0.63,7,3,3,14,0
WhatsApp,Forward this message and win prize,2,3,3,0,0,30,6,0,0,1
SMS,"Win ₹50,000 now click here",3,2,1,0,0,36,3,0,0,1
Instagram,Amazing photography,1,3,12,0.25,0,7,0,0,627,0
Instagram,Amazing photography,2,3,10,4.43,0,35,3,0,1824,0
YouTube,Earn money fast click here,4,5,8,0,0,36,1,0,245,1
Email,Meeting scheduled tomorrow,0,2,3,0,0,47,2,0,0,0
WhatsApp,Forward this message and win prize,3,5,2,0,0,27,7,0,0,1
YouTube,Very informative tutorial,0,6,6,0,0,36,4,0,1000,0
Website Review,Fake review buy now,0,2,5,0,0.72,50,0,5,1729,1
Email,Your account suspended click link,5,1,2,0,0,17,7,0,0,1
SMS,OTP for login is 445566,1,1,6,0,0,12,4,0,0,0
WhatsApp,Forward this message and win prize,1,4,1,0,0,50,6,0,0,1
Email,Meeting scheduled tomorrow,0,0,6,0,0,15,4,0,0,0
WhatsApp,Forward this message and win prize,3,1,5,0,0,29,7,0,0,1
Email,Meeting scheduled tomorrow,0,0,2,0,0,47,3,0,0,0
WhatsApp,Family meeting at 6 PM,0,2,4,0,0,2,0,0,0,0
Email,Your account suspended click link,3,0,1,0,0,1,9,0,0,1
YouTube,Very informative tutorial,1,4,4,0,0,40,5,0,1668,0
Instagram,Amazing photography,2,3,12,4.82,0,5,0,0,1262,0
WhatsApp,Family meeting at 6 PM,0,4,0,0,0,18,0,0,0,0
WhatsApp,Forward this message and win prize,3,5,5,0,0,38,2,0,0,1
WhatsApp,Family meeting at 6 PM,1,1,4,0,0,8,2,0,0,0
Instagram,Free followers now,0,5,20,4.71,0,36,3,0,842,1
WhatsApp,Forward this message and win prize,3,5,6,0,0,67,4,0,0,1
Website Review,Fake review buy now,1,5,4,0,0.36,5,5,4,714,1
YouTube,Earn money fast click here,1,7,4,0,0,13,3,0,1874,1
Website Review,Best product ever highly recommended,0,2,6,0,0.69,37,0,3,251,0
YouTube,Very informative tutorial,2,4,10,0,0,49,2,0,1597,0
YouTube,Earn money fast click here,4,6,9,0,0,18,2,0,743,1
WhatsApp,Forward this message and win prize,2,4,0,0,0,69,4,0,0,1
YouTube,Very informative tutorial,0,2,4,0,0,40,0,0,792,0
SMS,"Win ₹50,000 now click here",1,1,3,0,0,9,3,0,0,1
Website Review,Fake review buy now,3,4,8,0,0.88,35,5,4,135,1
Instagram,Amazing photography,1,2,7,4.48,0,38,4,0,404,0
Website Review,Fake review buy now,3,5,10,0,0.68,16,1,2,392,1
SMS,OTP for login is 445566,0,4,4,0,0,16,0,0,0,0
Website Review,Best product ever highly recommended,0,4,3,0,0.82,4,1,5,278,0
WhatsApp,Family meeting at 6 PM,1,2,4,0,0,41,3,0,0,0
Website Review,Best product ever highly recommended,2,4,1,0,0.83,18,2,4,225,0
WhatsApp,Forward this message and win prize,2,3,10,0,0,73,3,0,0,1
SMS,"Win ₹50,000 now click here",3,4,6,0,0,44,6,0,0,1
Email,Your account suspended click link,2,5,1,0,0,10,7,0,0,1
WhatsApp,Forward this message and win prize,1,2,5,0,0,75,3,0,0,1
Email,Meeting scheduled tomorrow,0,5,0,0,0,22,5,0,0,0
Instagram,Amazing photography,0,5,12,4.08,0,42,3,0,385,0
Website Review,Best product ever highly recommended,2,6,7,0,0.71,16,4,5,1788,0
WhatsApp,Family meeting at 6 PM,2,3,7,0,0,49,4,0,0,0
Instagram,Free followers now,1,9,21,2.01,0,8,2,0,1390,1
SMS,"Win ₹50,000 now click here",0,1,9,0,0,26,6,0,0,1
SMS,OTP for login is 445566,2,0,7,0,0,31,3,0,0,0
WhatsApp,Forward this message and win prize,2,2,2,0,0,69,2,0,0,1
SMS,"Win ₹50,000 now click here",1,2,9,0,0,30,5,0,0,1
Instagram,Free followers now,3,7,20,0.52,0,22,4,0,1834,1
Email,Meeting scheduled tomorrow,0,3,3,0,0,21,5,0,0,0
YouTube,Earn money fast click here,4,9,1,0,0,24,3,0,1282,1
YouTube,Very informative tutorial,0,2,10,0,0,2,5,0,1494,0
WhatsApp,Forward this message and win prize,3,5,1,0,0,60,7,0,0,1
Email,Your account suspended click link,5,4,6,0,0,29,10,0,0,1
Instagram,Amazing photography,2,6,9,1.77,0,25,0,0,173,0
Email,Meeting scheduled tomorrow,0,2,1,0,0,46,4,0,0,0
YouTube,Earn money fast click here,4,6,2,0,0,14,0,0,1053,1
WhatsApp,Forward this message and win prize,3,4,5,0,0,67,2,0,0,1
WhatsApp,Family meeting at 6 PM,0,3,2,0,0,10,1,0,0,0
Instagram,Amazing photography,0,7,6,3.06,0,34,3,0,491,0
Instagram,Free followers now,1,8,25,2.42,0,21,5,0,505,1
Website Review,Fake review buy now,0,5,1,0,0.41,25,2,2,1440,1
WhatsApp,Family meeting at 6 PM,2,0,0,0,0,45,1,0,0,0
Instagram,Free followers now,3,4,27,0.24,0,18,5,0,232,1
WhatsApp,Family meeting at 6 PM,0,0,3,0,0,37,4,0,0,0
Email,Your account suspended click link,2,4,5,0,0,38,9,0,0,1
Website Review,Fake review buy now,2,6,0,0,0.83,45,1,4,829,1
SMS,"Win ₹50,000 now click here",2,2,3,0,0,13,6,0,0,1
YouTube,Earn money fast click here,3,7,2,0,0,9,5,0,1103,1
YouTube,Earn money fast click here,3,7,0,0,0,24,3,0,121,1
YouTube,Earn money fast click here,1,10,1,0,0,30,5,0,1596,1
Email,Your account suspended click link,2,0,5,0,0,20,8,0,0,1
Email,Meeting scheduled tomorrow,2,5,1,0,0,20,2,0,0,0
WhatsApp,Forward this message and win prize,3,3,6,0,0,65,7,0,0,1
Website Review,Fake review buy now,2,4,2,0,0.18,36,0,4,840,1
Website Review,Fake review buy now,2,2,10,0,0.55,25,4,4,1177,1
WhatsApp,Family meeting at 6 PM,2,3,5,0,0,43,2,0,0,0
YouTube,Very informative tutorial,1,2,9,0,0,17,0,0,775,0
Instagram,Free followers now,3,8,23,0.47,0,49,5,0,238,1
YouTube,Very informative tutorial,1,6,8,0,0,1,4,0,937,0
SMS,"Win ₹50,000 now click here",2,2,5,0,0,0,4,0,0,1
Instagram,Amazing photography,2,6,6,0.34,0,36,5,0,51,0
SMS,OTP for login is 445566,1,4,2,0,0,45,1,0,0,0
WhatsApp,Forward this message and win prize,4,1,7,0,0,66,3,0,0,1
SMS,"Win ₹50,000 now click here",2,4,4,0,0,22,5,0,0,1
Email,Your account suspended click link,3,0,10,0,0,30,7,0,0,1
YouTube,Very informative tutorial,2,2,10,0,0,30,4,0,168,0
SMS,OTP for login is 445566,1,2,8,0,0,2,3,0,0,0
SMS,OTP for login is 445566,0,1,9,0,0,7,5,0,0,0
SMS,"Win ₹50,000 now click here",1,1,10,0,0,48,4,0,0,1
SMS,"Win ₹50,000 now click here",2,1,7,0,0,44,7,0,0,1
Instagram,Amazing photography,0,7,5,4.51,0,23,3,0,335,0
Instagram,Free followers now,0,7,23,4.59,0,9,1,0,1824,1
Email,Your account suspended click link,4,4,10,0,0,50,6,0,0,1
YouTube,Very informative tutorial,1,5,7,0,0,24,4,0,1137,0
WhatsApp,Forward this message and win prize,3,5,6,0,0,73,7,0,0,1
Instagram,Amazing photography,0,4,11,2.65,0,2,3,0,1309,0
Email,Meeting scheduled tomorrow,2,3,6,0,0,32,4,0,0,0
YouTube,Earn money fast click here,4,8,6,0,0,16,0,0,1684,1
WhatsApp,Forward this message and win prize,4,6,7,0,0,72,3,0,0,1
Email,Your account suspended click link,3,2,9,0,0,47,8,0,0,1
WhatsApp,Family meeting at 6 PM,0,1,4,0,0,15,4,0,0,0
SMS,OTP for login is 445566,1,1,7,0,0,16,0,0,0,0
Email,Meeting scheduled tomorrow,0,4,9,0,0,46,3,0,0,0
Email,Your account suspended click link,2,3,9,0,0,14,5,0,0,1
Website Review,Fake review buy now,1,5,4,0,0.15,27,0,2,1031,1
WhatsApp,Forward this message and win prize,1,2,7,0,0,48,7,0,0,1
YouTube,Very informative tutorial,2,4,10,0,0,16,1,0,1496,0
YouTube,Very informative tutorial,0,3,9,0,0,6,1,0,1824,0
WhatsApp,Forward this message and win prize,1,2,4,0,0,74,3,0,0,1
SMS,OTP for login is 445566,1,5,5,0,0,48,2,0,0,0
Email,Your account suspended click link,2,1,5,0,0,16,5,0,0,1
Instagram,Free followers now,3,9,21,3.83,0,18,0,0,1687,1
WhatsApp,Forward this message and win prize,2,4,7,0,0,48,5,0,0,1
WhatsApp,Forward this message and win prize,1,5,5,0,0,66,6,0,0,1
WhatsApp,Forward this message and win prize,2,3,0,0,0,55,2,0,0,1
WhatsApp,Family meeting at 6 PM,0,4,8,0,0,29,2,0,0,0
Instagram,Amazing photography,2,6,8,1.78,0,24,2,0,829,0
Instagram,Amazing photography,0,5,15,1.08,0,43,4,0,77,0
Instagram,Amazing photography,0,6,8,4.47,0,25,5,0,694,0
Email,Meeting scheduled tomorrow,0,2,5,0,0,44,4,0,0,0
YouTube,Very informative tutorial,0,1,9,0,0,40,3,0,465,0
WhatsApp,Forward this message and win prize,4,6,3,0,0,58,2,0,0,1
Instagram,Free followers now,1,6,28,3.44,0,43,0,0,1333,1
Instagram,Amazing photography,0,2,8,0.49,0,3,3,0,1524,0
YouTube,Earn money fast click here,3,5,4,0,0,22,4,0,1138,1
SMS,"Win ₹50,000 now click here",3,2,5,0,0,2,6,0,0,1
Website Review,Fake review buy now,1,6,2,0,0.9,14,1,1,772,1
Email,Meeting scheduled tomorrow,0,3,6,0,0,29,1,0,0,0
Instagram,Free followers now,2,5,30,0.71,0,45,3,0,314,1
YouTube,Very informative tutorial,2,4,8,0,0,7,4,0,109,0
SMS,"Win ₹50,000 now click here",2,5,8,0,0,38,5,0,0,1
SMS,OTP for login is 445566,0,2,2,0,0,7,5,0,0,0
Website Review,Fake review buy now,2,7,7,0,0.76,4,0,3,549,1
WhatsApp,Forward this message and win prize,3,6,8,0,0,47,7,0,0,1
Instagram,Free followers now,1,9,20,4.27,0,13,2,0,141,1
Email,Meeting scheduled tomorrow,2,3,8,0,0,21,3,0,0,0
Instagram,Amazing photography,0,3,6,3.14,0,38,1,0,1100,0
Instagram,Free followers now,1,7,20,4.43,0,0,1,0,1604,1
Instagram,Amazing photography,0,4,8,1.46,0,11,4,0,37,0
WhatsApp,Forward this message and win prize,4,1,2,0,0,27,4,0,0,1
WhatsApp,Family meeting at 6 PM,2,3,7,0,0,1,1,0,0,0
WhatsApp,Forward this message and win prize,4,4,3,0,0,53,3,0,0,1
Instagram,Free followers now,0,6,22,4.07,0,0,5,0,1805,1
WhatsApp,Family meeting at 6 PM,1,5,7,0,0,31,3,0,0,0
WhatsApp,Family meeting at 6 PM,0,3,4,0,0,5,1,0,0,0
Website Review,Fake review buy now,3,6,6,0,0.23,39,0,3,1526,1
Email,Your account suspended click link,5,0,6,0,0,34,6,0,0,1
Instagram,Free followers now,2,6,21,4.95,0,22,1,0,1613,1
SMS,OTP for login is 445566,2,4,3,0,0,42,0,0,0,0
Email,Your account suspended click link,5,1,0,0,0,26,8,0,0,1
WhatsApp,Forward this message and win prize,4,2,0,0,0,57,6,0,0,1
Email,Your account suspended click link,2,5,6,0,0,49,6,0,0,1
SMS,"Win ₹50,000 now click here",1,3,4,0,0,41,6,0,0,1
Website Review,Best product ever highly recommended,2,1,4,0,0.36,41,4,3,1952,0
Website Review,Fake review buy now,3,7,10,0,0.57,2,2,2,695,1
Website Review,Best product ever highly recommended,0,4,9,0,0.43,22,1,2,1462,0
WhatsApp,Family meeting at 6 PM,2,1,1,0,0,38,4,0,0,0
Instagram,Free followers now,2,7,21,0.37,0,46,2,0,1134,1
Instagram,Amazing photography,1,6,9,0.82,0,42,2,0,1202,0
YouTube,Very informative tutorial,0,4,2,0,0,26,4,0,471,0
Website Review,Best product ever highly recommended,0,6,10,0,0.75,45,4,4,1943,0
Website Review,Best product ever highly recommended,1,4,9,0,0.31,6,2,5,1740,0
Website Review,Best product ever highly recommended,0,3,5,0,0.42,7,1,2,198,0
YouTube,Very informative tutorial,1,3,5,0,0,0,3,0,250,0
Email,Your account suspended click link,4,4,7,0,0,11,6,0,0,1
WhatsApp,Forward this message and win prize,1,2,5,0,0,26,6,0,0,1
YouTube,Very informative tutorial,0,1,9,0,0,48,3,0,110,0
SMS,OTP for login is 445566,0,1,6,0,0,24,1,0,0,0
WhatsApp,Forward this message and win prize,1,2,10,0,0,65,5,0,0,1
SMS,OTP for login is 445566,1,3,7,0,0,35,3,0,0,0
Website Review,Best product ever highly recommended,1,2,2,0,0.77,7,0,3,1031,0
WhatsApp,Forward this message and win prize,3,6,10,0,0,33,5,0,0,1
Website Review,Best product ever highly recommended,2,2,1,0,0.37,22,3,4,12,0
YouTube,Very informative tutorial,1,4,3,0,0,19,1,0,486,0
YouTube,Very informative tutorial,2,6,5,0,0,42,4,0,950,0
Email,Your account suspended click link,5,2,10,0,0,4,9,0,0,1
Instagram,Amazing photography,1,5,11,4.04,0,39,0,0,1017,0
SMS,"Win ₹50,000 now click here",1,0,3,0,0,20,7,0,0,1
Email,Your account suspended click link,3,1,8,0,0,11,9,0,0,1
Website Review,Best product ever highly recommended,2,6,3,0,0.89,46,0,4,94,0
YouTube,Very informative tutorial,1,3,6,0,0,44,4,0,728,0
SMS,OTP for login is 445566,1,3,7,0,0,0,5,0,0,0
WhatsApp,Forward this message and win prize,3,1,1,0,0,72,4,0,0,1
WhatsApp,Family meeting at 6 PM,0,1,8,0,0,13,4,0,0,0
WhatsApp,Forward this message and win prize,3,5,1,0,0,67,6,0,0,1
Email,Your account suspended click link,5,1,6,0,0,31,10,0,0,1
Email,Your account suspended click link,3,4,3,0,0,8,5,0,0,1
Email,Your account suspended click link,3,0,0,0,0,12,8,0,0,1
YouTube,Earn money fast click here,2,6,5,0,0,48,3,0,1314,1
SMS,"Win ₹50,000 now click here",2,2,2,0,0,14,7,0,0,1
WhatsApp,Forward this message and win prize,2,5,10,0,0,32,4,0,0,1
Email,Meeting scheduled tomorrow,2,2,3,0,0,11,0,0,0,0
YouTube,Very informative tutorial,1,3,8,0,0,37,1,0,525,0
SMS,"Win ₹50,000 now click here",0,0,4,0,0,44,4,0,0,1
SMS,"Win ₹50,000 now click here",0,2,10,0,0,10,3,0,0,1
YouTube,Very informative tutorial,1,6,7,0,0,13,4,0,927,0
Email,Your account suspended click link,5,4,10,0,0,42,7,0,0,1
Email,Meeting scheduled tomorrow,1,0,4,0,0,2,1,0,0,0
Website Review,Fake review buy now,3,4,4,0,0.55,27,4,2,1883,1
SMS,OTP for login is 445566,2,4,5,0,0,48,3,0,0,0
Email,Meeting scheduled tomorrow,2,5,4,0,0,14,1,0,0,0
Email,Your account suspended click link,3,5,10,0,0,39,7,0,0,1
SMS,"Win ₹50,000 now click here",0,1,6,0,0,14,5,0,0,1
Email,Your account suspended click link,3,2,1,0,0,16,7,0,0,1
WhatsApp,Family meeting at 6 PM,0,0,6,0,0,14,4,0,0,0
Email,Your account suspended click link,3,5,3,0,0,2,7,0,0,1
WhatsApp,Family meeting at 6 PM,1,2,10,0,0,37,0,0,0,0
Instagram,Amazing photography,2,5,10,3.16,0,13,0,0,803,0
YouTube,Earn money fast click here,1,7,9,0,0,11,4,0,655,1
WhatsApp,Family meeting at 6 PM,0,1,1,0,0,11,3,0,0,0
SMS,"Win ₹50,000 now click here",0,0,7,0,0,21,8,0,0,1
Email,Meeting scheduled tomorrow,1,4,0,0,0,48,3,0,0,0
Email,Your account suspended click link,5,3,2,0,0,32,5,0,0,1
YouTube,Very informative tutorial,2,2,1,0,0,22,4,0,743,0
WhatsApp,Forward this message and win prize,4,6,0,0,0,60,2,0,0,1
YouTube,Very informative tutorial,0,6,0,0,0,34,4,0,1376,0
Website Review,Fake review buy now,0,2,8,0,0.89,43,3,5,1284,1
Email,Your account suspended click link,5,5,7,0,0,46,9,0,0,1
Instagram,Amazing photography,0,7,8,0.78,0,0,3,0,1496,0
WhatsApp,Forward this message and win prize,3,5,9,0,0,57,2,0,0,1
YouTube,Very informative tutorial,0,5,9,0,0,40,5,0,492,0
SMS,"Win ₹50,000 now click here",0,0,9,0,0,2,4,0,0,1
YouTube,Very informative tutorial,0,1,5,0,0,0,3,0,1061,0
WhatsApp,Family meeting at 6 PM,0,5,5,0,0,32,4,0,0,0
SMS,"Win ₹50,000 now click here",1,1,10,0,0,6,7,0,0,1
Instagram,Amazing photography,0,3,7,0.42,0,18,5,0,715,0
YouTube,Earn money fast click here,2,8,10,0,0,0,5,0,1297,1
Email,Meeting scheduled tomorrow,1,1,6,0,0,16,2,0,0,0
YouTube,Very informative tutorial,0,4,2,0,0,15,4,0,1175,0
YouTube,Earn money fast click here,2,7,5,0,0,4,1,0,1783,1
Email,Your account suspended click link,4,0,9,0,0,45,7,0,0,1
WhatsApp,Forward this message and win prize,2,2,8,0,0,46,7,0,0,1
Website Review,Best product ever highly recommended,1,2,5,0,0.26,17,2,5,1119,0
Website Review,Fake review buy now,1,6,0,0,0.83,5,3,1,491,1
Instagram,Amazing photography,0,2,13,2.21,0,13,1,0,475,0
Instagram,Amazing photography,2,2,8,3.83,0,42,1,0,883,0
Instagram,Amazing photography,1,7,11,4.06,0,28,5,0,174,0
Website Review,Fake review buy now,0,3,3,0,0.71,12,0,4,833,1
WhatsApp,Family meeting at 6 PM,2,1,6,0,0,22,4,0,0,0
Email,Your account suspended click link,5,1,2,0,0,29,8,0,0,1
Website Review,Best product ever highly recommended,1,1,1,0,0.63,21,1,1,1105,0
Website Review,Fake review buy now,1,6,3,0,0.52,34,2,4,1185,1
SMS,"Win ₹50,000 now click here",2,1,8,0,0,20,6,0,0,1
Instagram,Free followers now,2,6,29,0.47,0,16,0,0,431,1
YouTube,Earn money fast click here,2,10,10,0,0,44,1,0,1255,1
Email,Your account suspended click link,4,1,10,0,0,15,7,0,0,1
SMS,"Win ₹50,000 now click here",1,4,0,0,0,25,6,0,0,1
YouTube,Very informative tutorial,0,2,8,0,0,41,3,0,889,0
SMS,"Win ₹50,000 now click here",2,5,9,0,0,4,3,0,0,1
WhatsApp,Family meeting at 6 PM,2,3,3,0,0,15,3,0,0,0
Website Review,Fake review buy now,3,3,9,0,0.96,31,1,1,1292,1
Email,Your account suspended click link,2,2,3,0,0,16,8,0,0,1
Email,Your account suspended click link,5,2,8,0,0,35,8,0,0,1
SMS,"Win ₹50,000 now click here",3,0,8,0,0,49,8,0,0,1
YouTube,Earn money fast click here,3,7,0,0,0,27,4,0,697,1
SMS,"Win ₹50,000 now click here",2,5,5,0,0,40,8,0,0,1
Instagram,Amazing photography,0,7,8,0.41,0,18,2,0,646,0
YouTube,Very informative tutorial,1,2,10,0,0,25,0,0,1975,0
Instagram,Free followers now,0,8,20,1.87,0,5,3,0,1510,1
YouTube,Very informative tutorial,0,3,8,0,0,2,3,0,1371,0
WhatsApp,Family meeting at 6 PM,0,4,3,0,0,0,3,0,0,0
Website Review,Best product ever highly recommended,1,2,9,0,0.27,24,5,5,1779,0
SMS,OTP for login is 445566,2,0,4,0,0,10,1,0,0,0
YouTube,Earn money fast click here,3,9,0,0,0,23,1,0,538,1
WhatsApp,Forward this message and win prize,3,4,3,0,0,70,7,0,0,1
Website Review,Best product ever highly recommended,0,2,5,0,0.68,47,2,5,351,0
Website Review,Fake review buy now,1,3,6,0,0.6,18,0,3,7,1
WhatsApp,Forward this message and win prize,3,4,7,0,0,74,6,0,0,1
YouTube,Earn money fast click here,1,7,1,0,0,16,1,0,1448,1
WhatsApp,Forward this message and win prize,2,3,8,0,0,37,3,0,0,1
Instagram,Free followers now,3,7,28,3.22,0,33,4,0,503,1
WhatsApp,Forward this message and win prize,1,3,5,0,0,41,7,0,0,1
WhatsApp,Forward this message and win prize,3,2,2,0,0,47,7,0,0,1
Email,Your account suspended click link,4,4,5,0,0,28,9,0,0,1
YouTube,Very informative tutorial,0,6,3,0,0,41,4,0,1389,0
YouTube,Earn money fast click here,1,10,3,0,0,10,4,0,589,1
SMS,"Win ₹50,000 now click here",3,0,10,0,0,47,6,0,0,1
Instagram,Amazing photography,0,2,15,4.39,0,10,2,0,654,0
Website Review,Fake review buy now,2,3,10,0,0.46,33,5,3,990,1
WhatsApp,Family meeting at 6 PM,0,3,3,0,0,24,0,0,0,0
Instagram,Free followers now,3,6,29,2.81,0,27,0,0,410,1
Instagram,Free followers now,1,6,27,2.88,0,35,2,0,1339,1
Instagram,Amazing photography,1,7,5,3.37,0,49,5,0,1487,0
Instagram,Free followers now,3,9,22,2.36,0,28,4,0,1888,1
YouTube,Very informative tutorial,0,6,8,0,0,28,3,0,702,0
SMS,OTP for login is 445566,1,0,0,0,0,29,2,0,0,0
Email,Your account suspended click link,4,1,2,0,0,34,5,0,0,1
Email,Your account suspended click link,4,3,7,0,0,5,6,0,0,1
Email,Meeting scheduled tomorrow,1,3,5,0,0,6,5,0,0,0
WhatsApp,Family meeting at 6 PM,1,0,5,0,0,45,2,0,0,0
Instagram,Free followers now,1,7,30,3.17,0,39,1,0,1210,1
SMS,OTP for login is 445566,2,3,8,0,0,28,0,0,0,0
Email,Meeting scheduled tomorrow,2,1,1,0,0,49,4,0,0,0
Website Review,Best product ever highly recommended,0,3,3,0,0.3,15,4,5,1824,0
SMS,"Win ₹50,000 now click here",2,4,5,0,0,15,8,0,0,1
YouTube,Very informative tutorial,2,4,10,0,0,36,3,0,1560,0
Instagram,Free followers now,3,4,29,3.85,0,32,5,0,914,1
Website Review,Best product ever highly recommended,1,2,5,0,0.82,26,1,1,1343,0
YouTube,Very informative tutorial,0,5,5,0,0,47,4,0,1188,0
Website Review,Fake review buy now,2,3,2,0,0.18,30,1,4,1176,1
Email,Meeting scheduled tomorrow,1,5,1,0,0,31,1,0,0,0
Email,Your account suspended click link,2,5,8,0,0,8,5,0,0,1
YouTube,Very informative tutorial,2,3,7,0,0,22,2,0,1214,0
Website Review,Fake review buy now,2,2,0,0,0.54,24,2,1,1628,1
Email,Meeting scheduled tomorrow,2,4,0,0,0,19,5,0,0,0
Email,Meeting scheduled tomorrow,2,1,4,0,0,41,1,0,0,0
Email,Your account suspended click link,5,1,0,0,0,16,5,0,0,1
Website Review,Fake review buy now,1,4,5,0,0.68,10,3,5,854,1
Website Review,Best product ever highly recommended,2,2,0,0,0.49,44,4,5,543,0
SMS,"Win ₹50,000 now click here",2,4,7,0,0,46,7,0,0,1
Instagram,Amazing photography,0,5,13,4.78,0,11,0,0,1857,0
Email,Meeting scheduled tomorrow,2,2,2,0,0,20,1,0,0,0
Website Review,Best product ever highly recommended,1,5,0,0,0.67,48,0,3,824,0
WhatsApp,Forward this message and win prize,1,1,10,0,0,66,3,0,0,1
Email,Meeting scheduled tomorrow,1,5,1,0,0,15,3,0,0,0
YouTube,Very informative tutorial,1,6,9,0,0,38,0,0,578,0
SMS,OTP for login is 445566,2,4,9,0,0,2,1,0,0,0
YouTube,Earn money fast click here,3,9,9,0,0,44,1,0,1081,1
YouTube,Very informative tutorial,1,6,1,0,0,34,0,0,1839,0
WhatsApp,Forward this message and win prize,3,3,3,0,0,48,4,0,0,1
Instagram,Amazing photography,0,6,12,1.09,0,21,2,0,30,0
YouTube,Earn money fast click here,4,9,8,0,0,12,5,0,1617,1
YouTube,Very informative tutorial,1,1,0,0,0,39,1,0,1739,0
Instagram,Amazing photography,0,6,5,4.93,0,14,3,0,494,0
YouTube,Very informative tutorial,0,6,9,0,0,15,1,0,322,0
Website Review,Best product ever highly recommended,2,6,1,0,0.75,38,3,1,515,0
SMS,OTP for login is 445566,1,1,7,0,0,47,2,0,0,0
SMS,OTP for login is 445566,2,0,10,0,0,15,1,0,0,0
SMS,"Win ₹50,000 now click here",1,4,9,0,0,31,5,0,0,1
WhatsApp,Forward this message and win prize,4,1,6,0,0,66,2,0,0,1
Instagram,Amazing photography,0,5,8,2.26,0,20,0,0,1226,0
WhatsApp,Forward this message and win prize,2,5,2,0,0,70,5,0,0,1
YouTube,Earn money fast click here,2,8,2,0,0,11,2,0,44,1
Website Review,Best product ever highly recommended,1,6,5,0,0.94,25,2,3,1469,0
Instagram,Free followers now,0,9,24,1.07,0,20,0,0,276,1
YouTube,Earn money fast click here,2,10,10,0,0,42,5,0,1836,1
SMS,OTP for login is 445566,2,2,3,0,0,41,2,0,0,0
Website Review,Best product ever highly recommended,0,2,4,0,0.75,28,3,5,971,0
Website Review,Best product ever highly recommended,1,1,6,0,0.73,4,1,5,919,0
SMS,"Win ₹50,000 now click here",0,5,1,0,0,25,6,0,0,1
YouTube,Very informative tutorial,0,4,2,0,0,37,2,0,835,0
SMS,OTP for login is 445566,0,5,10,0,0,9,5,0,0,0
WhatsApp,Family meeting at 6 PM,0,5,4,0,0,46,1,0,0,0
Instagram,Amazing photography,0,2,14,4.2,0,27,2,0,796,0
Website Review,Best product ever highly recommended,2,3,10,0,0.87,0,3,3,274,0
Instagram,Amazing photography,1,2,13,0.45,0,40,0,0,157,0
Website Review,Best product ever highly recommended,0,2,5,0,0.15,35,5,5,580,0
WhatsApp,Family meeting at 6 PM,2,2,9,0,0,22,5,0,0,0
YouTube,Earn money fast click here,1,10,7,0,0,42,3,0,1602,1
Website Review,Fake review buy now,1,3,10,0,0.36,31,2,2,298,1
SMS,"Win ₹50,000 now click here",1,1,3,0,0,48,6,0,0,1
SMS,"Win ₹50,000 now click here",3,2,0,0,0,37,5,0,0,1
Email,Meeting scheduled tomorrow,2,0,7,0,0,6,0,0,0,0
SMS,OTP for login is 445566,0,5,3,0,0,32,3,0,0,0
Instagram,Free followers now,2,5,29,1.64,0,13,1,0,373,1
WhatsApp,Forward this message and win prize,3,2,3,0,0,66,3,0,0,1
WhatsApp,Forward this message and win prize,3,3,6,0,0,39,5,0,0,1
SMS,OTP for login is 445566,0,2,8,0,0,16,1,0,0,0
Email,Your account suspended click link,2,5,7,0,0,11,10,0,0,1
YouTube,Earn money fast click here,2,6,1,0,0,9,3,0,1616,1
YouTube,Earn money fast click here,1,8,4,0,0,31,4,0,676,1
SMS,OTP for login is 445566,0,1,1,0,0,6,1,0,0,0
Website Review,Best product ever highly recommended,0,6,8,0,0.35,34,1,3,1732,0
